State,Crop,Year,Season,Area (ha),Production (tonnes),Yield (tonnes/ha),Fertilizer Used,Irrigation Type,Soil Type,Pesticide Used,Temperature (°C),Rainfall (mm),Labor Count,District,Market Price (Rs/quintal),Government Support
Maharashtra,Cotton,2021,Rabi,17529.93,27311.33,1.56,DAP,Drip,Black,No,33.2,987.8,92,Ludhiana,4669.7,No
Bihar,Rice,2019,Kharif,37073.82,92340.81,2.49,MOP,Drip,Red,Yes,34.6,1189.9,76,Amritsar,3719.35,No
Bihar,Sugarcane,2021,Zaid,44004.7,71506.34,1.62,Compost,Rainfed,Clay,Yes,29.1,945.1,32,Ludhiana,4244.09,Yes
Haryana,Wheat,2020,Zaid,38925.58,148647.62,3.82,None,Canal,Sandy,Yes,33.7,1370.1,89,Lucknow,1435.89,No
Karnataka,Sugarcane,2018,Zaid,29192.41,50478.2,1.73,Compost,Sprinkler,Red,Yes,27.2,1296.8,20,Bangalore,2002.93,Yes
Tamil Nadu,Wheat,2018,Kharif,14013.56,21758.25,1.55,Urea,Sprinkler,Clay,Yes,33.4,133.9,20,Bangalore,4578.16,No
West Bengal,Wheat,2017,Zaid,26380.07,67118.46,2.54,Urea,Rainfed,Black,Yes,20.8,1128.2,39,Kolkata,3860.42,Yes
Maharashtra,Sugarcane,2019,Kharif,32676.48,144514.46,4.42,Urea,Drip,Black,Yes,27.8,268.1,21,Chennai,3558.22,Yes
Tamil Nadu,Maize,2017,Zaid,41658.39,138240.85,3.32,Compost,Canal,Red,Yes,35.8,150.1,77,Mumbai,3655.07,No
Karnataka,Cotton,2019,Zaid,35796.64,154359.96,4.31,DAP,Canal,Clay,No,36.1,1603.3,56,Lucknow,2656.8,Yes
Haryana,Sugarcane,2021,Zaid,3926.11,13799.99,3.51,None,Drip,Black,Yes,34.3,591.4,97,Ludhiana,1178.23,No
Bihar,Rice,2017,Zaid,39474.29,176607.33,4.47,Compost,Sprinkler,Red,Yes,24.1,747.2,86,Lucknow,4137.77,Yes
Haryana,Maize,2020,Rabi,18918.36,41169.07,2.18,DAP,Canal,Black,No,24.9,221.8,16,Kolkata,3714.85,Yes
Bihar,Rice,2017,Rabi,42512.53,103961.89,2.45,DAP,Rainfed,Black,No,39.9,441.1,87,Kolkata,2891.22,Yes
Uttar Pradesh,Maize,2021,Kharif,26835.99,113228.1,4.22,Compost,Sprinkler,Black,No,22.1,1554.6,52,Bangalore,4599.04,Yes
Tamil Nadu,Sugarcane,2019,Zaid,40683.15,176653.79,4.34,Compost,Rainfed,Loamy,Yes,23.6,1037.7,26,Ludhiana,2344.64,No
Maharashtra,Sugarcane,2017,Zaid,3970.82,14175.82,3.57,DAP,Sprinkler,Clay,No,22.6,1773.3,53,Chennai,2177.29,Yes
Haryana,Wheat,2018,Kharif,25368.31,55575.7,2.19,DAP,Drip,Red,No,26.6,854.8,56,Bangalore,4491.19,No
Karnataka,Wheat,2018,Rabi,26953.33,59989.48,2.23,DAP,Rainfed,Red,Yes,24.2,610.5,83,Chennai,4187.95,No
West Bengal,Rice,2021,Rabi,4735.72,11006.34,2.32,Compost,Rainfed,Clay,Yes,30,760.4,5,Patna,3059.92,Yes
Maharashtra,Rice,2018,Rabi,22207.98,36236.76,1.63,DAP,Drip,Clay,No,29.5,1454.3,70,Lucknow,1522.94,Yes
Maharashtra,Cotton,2020,Kharif,3448.97,13902.62,4.03,Urea,Rainfed,Clay,No,38,1154.5,68,Kolkata,1860.29,No
Karnataka,Maize,2021,Rabi,42835.46,95348.8,2.23,Compost,Sprinkler,Clay,Yes,20.7,1818,12,Patna,3624.91,No
Maharashtra,Wheat,2020,Zaid,25413.56,69125.45,2.72,Urea,Canal,Sandy,Yes,26.4,1244.1,90,Ludhiana,2540.16,Yes
Uttar Pradesh,Rice,2017,Zaid,23489.21,100020.87,4.26,MOP,Canal,Red,Yes,31.9,1036.7,29,Bangalore,4345.89,No
Tamil Nadu,Rice,2018,Rabi,10315.27,40000.4,3.88,Compost,Drip,Sandy,Yes,32.1,1592.9,70,Mumbai,4799.82,No
Uttar Pradesh,Cotton,2018,Kharif,48046.64,147233.11,3.06,MOP,Sprinkler,Black,Yes,29.6,1900.3,77,Amritsar,4222.55,No
Haryana,Rice,2021,Rabi,24368.11,89065.28,3.65,DAP,Rainfed,Black,No,36.3,776.1,77,Mumbai,2510.18,Yes
Tamil Nadu,Wheat,2019,Zaid,39286.09,172092.85,4.38,DAP,Rainfed,Red,Yes,21.3,574.8,81,Mumbai,4154.75,No
Haryana,Cotton,2020,Kharif,41934.98,161586.49,3.85,None,Canal,Black,Yes,36.3,1270.8,74,Amritsar,2405.77,No
Bihar,Sugarcane,2018,Zaid,32083.82,69500.86,2.17,DAP,Rainfed,Clay,Yes,29.9,1047.9,98,Lucknow,1668.4,No
Bihar,Rice,2019,Rabi,22006.4,34935.36,1.59,MOP,Canal,Sandy,Yes,22.7,1979.5,83,Patna,1133.57,No
Uttar Pradesh,Sugarcane,2021,Kharif,6806.63,16108.94,2.37,DAP,Drip,Clay,Yes,37.7,978.5,55,Patna,2542.87,Yes
Karnataka,Maize,2018,Zaid,25239.08,76680.38,3.04,Compost,Rainfed,Black,No,33,241.2,57,Lucknow,4614.24,Yes
Tamil Nadu,Wheat,2019,Kharif,2598.28,4347.21,1.67,DAP,Sprinkler,Sandy,Yes,23.3,1957,19,Amritsar,1955.95,No
Tamil Nadu,Maize,2018,Rabi,31479.94,140945.98,4.48,None,Rainfed,Clay,No,20.7,1702.8,54,Chennai,1826.05,No
West Bengal,Sugarcane,2021,Zaid,21364.59,86351.72,4.04,DAP,Canal,Red,Yes,22.8,438.7,75,Mumbai,4879.28,No
Punjab,Rice,2018,Kharif,48744.24,77140.57,1.58,MOP,Drip,Clay,No,32.2,1818.7,79,Bangalore,1100.02,Yes
Uttar Pradesh,Maize,2017,Kharif,12206.03,53327.66,4.37,MOP,Canal,Black,No,23.6,747.3,42,Patna,4143.13,Yes
Maharashtra,Rice,2021,Kharif,47572.5,154366.43,3.24,DAP,Rainfed,Sandy,Yes,24.5,816.5,44,Lucknow,2285.48,No
Uttar Pradesh,Maize,2021,Zaid,16990.58,68284.78,4.02,MOP,Canal,Red,Yes,20.5,1822.1,70,Bangalore,1149.95,No
West Bengal,Sugarcane,2018,Kharif,21552.95,82786.96,3.84,MOP,Canal,Sandy,Yes,34.5,1107.2,43,Kolkata,4671.21,Yes
Haryana,Sugarcane,2018,Kharif,29965.38,61680.97,2.06,None,Drip,Red,Yes,36.2,361.7,78,Amritsar,1558.57,No
Uttar Pradesh,Sugarcane,2017,Zaid,4381.37,18937.83,4.32,Compost,Sprinkler,Sandy,Yes,35.9,801.2,21,Bangalore,3207.12,No
West Bengal,Wheat,2019,Zaid,40733.05,163236.79,4.01,None,Rainfed,Black,No,22.6,1472,11,Ludhiana,2096.22,Yes
West Bengal,Sugarcane,2018,Kharif,38785.02,134349.45,3.46,Urea,Drip,Red,Yes,38.1,430.9,43,Bangalore,1260.77,Yes
Uttar Pradesh,Rice,2017,Kharif,27415.63,64355.92,2.35,None,Sprinkler,Loamy,Yes,33.4,1221.4,72,Ludhiana,1199.69,Yes
Tamil Nadu,Cotton,2021,Zaid,7265.47,27584.38,3.8,DAP,Canal,Sandy,No,38,1421,39,Mumbai,1462.23,Yes
Punjab,Cotton,2017,Rabi,18746.64,68788.64,3.67,Compost,Sprinkler,Sandy,Yes,28.9,753.3,55,Amritsar,1285.47,Yes
Karnataka,Cotton,2021,Zaid,44253.98,73271.44,1.66,DAP,Canal,Clay,No,28.7,1418.4,51,Bangalore,4042.23,No
Bihar,Sugarcane,2020,Rabi,36854.51,126112.7,3.42,Urea,Canal,Red,Yes,35.7,1780,40,Patna,2942.26,Yes
Punjab,Cotton,2021,Zaid,30871.92,129295.38,4.19,Compost,Drip,Loamy,No,21.9,997,68,Amritsar,2371.57,Yes
West Bengal,Wheat,2019,Zaid,9899.08,25864.54,2.61,MOP,Canal,Black,Yes,30.4,827.5,99,Patna,2673.48,Yes
Uttar Pradesh,Sugarcane,2021,Rabi,29941.25,104286.65,3.48,None,Drip,Clay,No,36.7,577.2,93,Lucknow,4715.79,Yes
Uttar Pradesh,Rice,2018,Zaid,14181.96,43294.53,3.05,DAP,Sprinkler,Loamy,No,36.6,1248,17,Lucknow,4643.01,Yes
Punjab,Maize,2018,Rabi,14000.98,46268.5,3.3,Urea,Sprinkler,Red,Yes,39.1,1771.7,22,Kolkata,3862.71,Yes
Bihar,Wheat,2019,Kharif,28444.49,109289.29,3.84,MOP,Canal,Loamy,Yes,34,716.9,25,Chennai,4538.73,No
Tamil Nadu,Wheat,2019,Kharif,46713.32,186036.68,3.98,None,Drip,Sandy,Yes,24.2,852.8,69,Lucknow,2278.59,Yes
Karnataka,Maize,2017,Zaid,35035.18,129172.72,3.69,MOP,Canal,Sandy,No,20.4,872.6,12,Bangalore,2524.44,No
Maharashtra,Wheat,2017,Rabi,40546.47,84568.66,2.09,None,Drip,Clay,No,29.6,1165.5,52,Amritsar,3454.85,No
West Bengal,Sugarcane,2020,Kharif,42970.32,154843.96,3.6,Compost,Drip,Red,No,30.3,534,89,Lucknow,3494.5,Yes
Bihar,Cotton,2017,Kharif,19645.37,39076.72,1.99,MOP,Drip,Red,Yes,24.8,1662.2,47,Patna,2926.8,Yes
Karnataka,Sugarcane,2018,Kharif,2234.48,8975.89,4.02,MOP,Sprinkler,Loamy,Yes,22.5,661.6,57,Bangalore,2602.63,No
Karnataka,Rice,2017,Rabi,42320.63,75861.55,1.79,MOP,Drip,Clay,No,31.7,1440.2,89,Lucknow,4944.72,No
Karnataka,Maize,2021,Zaid,35603.47,110473,3.1,Compost,Sprinkler,Red,Yes,35.3,1075.1,31,Ludhiana,4284.49,No
Karnataka,Maize,2021,Kharif,16132.89,47540.29,2.95,Urea,Drip,Sandy,No,39.9,1213.2,23,Ludhiana,2739.92,Yes
Karnataka,Cotton,2019,Zaid,20431.13,38719.96,1.9,None,Sprinkler,Loamy,Yes,35.2,441.3,27,Mumbai,3909.17,No
Haryana,Wheat,2020,Zaid,16179.61,38347.89,2.37,MOP,Rainfed,Black,Yes,35.9,1496.5,54,Patna,2078.25,Yes
Karnataka,Maize,2017,Kharif,4473.69,10909.49,2.44,Compost,Sprinkler,Sandy,No,32.3,458.4,55,Kolkata,1400.68,Yes
Tamil Nadu,Maize,2018,Zaid,45398.27,69753.09,1.54,Urea,Sprinkler,Clay,Yes,39.7,315.6,47,Kolkata,2409.72,No
Karnataka,Sugarcane,2017,Kharif,1969.99,5263.9,2.67,None,Canal,Red,Yes,32.8,1138.7,55,Kolkata,2611.89,Yes
West Bengal,Maize,2020,Kharif,46814.73,130688.97,2.79,Compost,Drip,Sandy,Yes,37.2,1447.7,73,Patna,1066.15,Yes
Bihar,Cotton,2019,Kharif,15002.16,41980.55,2.8,None,Rainfed,Black,Yes,38.9,195.1,45,Kolkata,4259.17,No
Uttar Pradesh,Cotton,2019,Rabi,11064.67,29258.56,2.64,MOP,Canal,Black,Yes,38.6,231.9,76,Chennai,2436.77,No
Punjab,Cotton,2020,Rabi,36940.85,68287.85,1.85,Urea,Drip,Clay,No,27.6,1625.1,15,Mumbai,3321.67,Yes
Tamil Nadu,Maize,2021,Kharif,16937.44,73234.4,4.32,Compost,Rainfed,Sandy,Yes,21.6,1637.2,84,Chennai,1295.85,No
Punjab,Wheat,2018,Rabi,26416.35,53839.01,2.04,Urea,Rainfed,Loamy,No,23.4,566.1,92,Ludhiana,1699.99,Yes
Maharashtra,Rice,2021,Rabi,28219.28,58398.27,2.07,MOP,Rainfed,Sandy,Yes,21.2,1268.9,89,Lucknow,4558.77,No
Bihar,Wheat,2017,Zaid,26465.51,45576.96,1.72,Urea,Drip,Black,Yes,22.1,942,56,Mumbai,3434.75,No
Uttar Pradesh,Rice,2018,Kharif,37267.91,126416.53,3.39,Urea,Rainfed,Clay,No,23.7,1302.1,27,Patna,4801.14,No
Karnataka,Rice,2018,Zaid,30172.62,60838.01,2.02,DAP,Rainfed,Clay,No,26.8,1739.5,53,Chennai,4995,No
Tamil Nadu,Sugarcane,2019,Kharif,5511.28,18171.43,3.3,Urea,Canal,Loamy,Yes,30.9,251.7,42,Bangalore,2487.44,Yes
Bihar,Maize,2018,Rabi,32439.96,117152.92,3.61,None,Sprinkler,Clay,Yes,34.2,1578.2,51,Mumbai,2195.21,No
Maharashtra,Maize,2018,Kharif,35624.86,118631.58,3.33,Compost,Drip,Clay,No,24.2,1036.8,76,Patna,4433.42,Yes
Punjab,Maize,2020,Zaid,30285.75,124119.69,4.1,DAP,Sprinkler,Clay,No,33.5,1171.8,11,Amritsar,4994.45,Yes
Punjab,Maize,2018,Kharif,8586.6,37216.12,4.33,Compost,Canal,Clay,No,34.1,1342.5,70,Mumbai,3518.56,No
Maharashtra,Maize,2021,Zaid,38842.75,131118.14,3.38,Compost,Sprinkler,Clay,No,31.2,1853,98,Mumbai,4180.56,No
Maharashtra,Wheat,2021,Kharif,1754.35,5699.49,3.25,MOP,Rainfed,Black,Yes,38.1,207.8,81,Lucknow,4126.98,No
Punjab,Wheat,2020,Zaid,47921.47,129249.28,2.7,MOP,Rainfed,Sandy,Yes,22.2,156,66,Bangalore,2421.36,No
West Bengal,Rice,2017,Rabi,1407.68,3942.56,2.8,DAP,Drip,Red,Yes,23.5,438.7,91,Lucknow,3297.08,No
Uttar Pradesh,Sugarcane,2019,Kharif,45812.88,128370.57,2.8,MOP,Drip,Clay,Yes,28.6,1974.3,33,Kolkata,4332.23,Yes
Tamil Nadu,Sugarcane,2021,Zaid,36448.94,55663.45,1.53,MOP,Drip,Red,Yes,22.5,1458.6,42,Mumbai,3752.46,No
Karnataka,Sugarcane,2017,Zaid,32246.72,71783.33,2.23,MOP,Canal,Red,No,31.3,1267.8,88,Ludhiana,1084.66,Yes
Bihar,Cotton,2017,Kharif,43996.03,163496.7,3.72,Compost,Drip,Black,No,28,189.4,37,Mumbai,2346.82,Yes
Tamil Nadu,Wheat,2017,Rabi,14269.51,32001.93,2.24,DAP,Canal,Clay,No,25.7,1770.3,33,Kolkata,1577.9,Yes
Karnataka,Maize,2021,Rabi,36903.94,122528.28,3.32,Compost,Rainfed,Red,Yes,23.4,1644.2,83,Bangalore,1931.89,Yes
Uttar Pradesh,Rice,2018,Rabi,40449.43,160541.82,3.97,None,Sprinkler,Clay,No,26.7,1363.1,27,Bangalore,4621.96,No
Uttar Pradesh,Cotton,2019,Rabi,26166.94,59139.16,2.26,Compost,Rainfed,Loamy,Yes,32.2,744.3,7,Ludhiana,1147.57,No
Uttar Pradesh,Maize,2018,Kharif,46117.56,150036.41,3.25,None,Rainfed,Loamy,Yes,31.5,234,97,Ludhiana,1879.2,Yes
Punjab,Wheat,2020,Kharif,44871.96,157024.45,3.5,Urea,Rainfed,Loamy,Yes,23.3,1202.1,49,Chennai,2238.28,Yes
Karnataka,Maize,2021,Rabi,31882.11,71580.15,2.25,Urea,Drip,Red,No,22.5,1467.4,12,Patna,3467.54,No
Bihar,Rice,2020,Rabi,32816.79,141402.36,4.31,None,Drip,Loamy,Yes,20.5,279.1,90,Patna,3136.41,Yes
Bihar,Rice,2018,Zaid,15326.77,43401.71,2.83,None,Drip,Black,Yes,20.2,1304.2,33,Chennai,1873.08,No
Punjab,Cotton,2020,Rabi,25628.93,42762.59,1.67,Compost,Sprinkler,Black,No,37.6,644.1,6,Patna,1656.96,Yes
Maharashtra,Sugarcane,2020,Zaid,14770.87,53749.42,3.64,None,Drip,Red,Yes,20.9,1552.1,54,Mumbai,1947.19,No
Maharashtra,Rice,2017,Kharif,46277.32,84948.59,1.84,DAP,Canal,Clay,No,34.6,1125.3,69,Chennai,3010.12,Yes
West Bengal,Cotton,2017,Rabi,47184.03,176483.84,3.74,Urea,Rainfed,Sandy,Yes,37.4,345.2,24,Chennai,2084.71,Yes
Uttar Pradesh,Cotton,2020,Zaid,6411.16,15178.82,2.37,Urea,Sprinkler,Clay,No,22,1100.4,56,Patna,4790.41,Yes
Bihar,Sugarcane,2020,Zaid,26235.28,81504.13,3.11,None,Sprinkler,Clay,Yes,28.7,851.9,89,Amritsar,2855.46,No
West Bengal,Cotton,2018,Kharif,41577.72,89316.44,2.15,MOP,Sprinkler,Clay,Yes,39.2,442.7,41,Ludhiana,1235.18,No
Tamil Nadu,Cotton,2020,Rabi,18366.82,55410.9,3.02,MOP,Sprinkler,Clay,No,36.7,1698.9,76,Patna,3917.07,No
Tamil Nadu,Wheat,2017,Kharif,45274.36,78456.95,1.73,None,Sprinkler,Sandy,Yes,29.8,121,31,Lucknow,2315.38,Yes
West Bengal,Maize,2017,Rabi,39929.8,165833.64,4.15,DAP,Canal,Loamy,No,35.3,693,51,Amritsar,3613.96,Yes
Bihar,Maize,2017,Zaid,30916.79,61249.14,1.98,MOP,Rainfed,Clay,Yes,36.7,123.9,10,Chennai,2118.38,Yes
West Bengal,Cotton,2020,Zaid,24979.45,69663.33,2.79,None,Sprinkler,Black,No,27,282.4,64,Amritsar,3282.97,Yes
Tamil Nadu,Cotton,2018,Kharif,36887.65,112315.52,3.04,DAP,Rainfed,Red,Yes,37.8,664.5,49,Mumbai,4088.61,Yes
Maharashtra,Wheat,2017,Rabi,9121.66,38060.73,4.17,DAP,Drip,Red,Yes,29.4,203.1,48,Bangalore,4712.03,Yes
Maharashtra,Rice,2018,Zaid,6161.93,13353.42,2.17,Compost,Sprinkler,Black,Yes,30.6,1233.6,87,Amritsar,2044.51,No
Punjab,Rice,2020,Zaid,13022.26,21788.8,1.67,DAP,Sprinkler,Clay,No,40,265,22,Lucknow,2339.43,No
Maharashtra,Maize,2020,Zaid,28287.04,77713.7,2.75,MOP,Rainfed,Sandy,No,36.9,1433.3,69,Bangalore,2857.07,No
Maharashtra,Wheat,2019,Zaid,35125.06,126676.36,3.61,MOP,Sprinkler,Loamy,No,27.2,200,29,Mumbai,4708.7,Yes
Punjab,Cotton,2018,Rabi,21185.95,87107.75,4.11,None,Sprinkler,Red,No,20.2,212.7,31,Lucknow,4605.55,No
Haryana,Cotton,2021,Kharif,25289.48,108729.13,4.3,None,Sprinkler,Loamy,No,32.5,680.1,11,Kolkata,1359.51,Yes
Tamil Nadu,Rice,2017,Zaid,6600,25043.06,3.79,DAP,Canal,Sandy,Yes,34.1,1803.5,48,Bangalore,1527.72,Yes
Uttar Pradesh,Rice,2017,Zaid,21544.31,33487.87,1.55,Urea,Canal,Red,Yes,33,1318.6,33,Kolkata,2982.04,No
Punjab,Maize,2017,Zaid,24238.5,77127.75,3.18,Compost,Sprinkler,Loamy,Yes,39.4,1563.2,99,Mumbai,1426.48,Yes
West Bengal,Maize,2018,Kharif,36834.51,132303.16,3.59,Urea,Canal,Sandy,Yes,37.3,368.9,48,Bangalore,2382.32,Yes
Karnataka,Wheat,2021,Kharif,43834.36,92504.06,2.11,DAP,Drip,Loamy,Yes,29,1684.8,40,Bangalore,1593.54,Yes
Bihar,Maize,2017,Zaid,23113.41,47390.04,2.05,DAP,Sprinkler,Clay,No,21.3,115.5,23,Patna,3544.16,Yes
Haryana,Wheat,2021,Zaid,23849.18,41189.9,1.73,Urea,Drip,Sandy,Yes,29.5,504.8,10,Lucknow,4797.98,Yes
Maharashtra,Wheat,2018,Zaid,14763.22,31355.15,2.12,Compost,Rainfed,Loamy,No,33.8,1270.6,29,Ludhiana,4986.94,No
Karnataka,Sugarcane,2017,Zaid,4261.67,14681.26,3.44,Urea,Drip,Clay,Yes,32.2,813,35,Lucknow,2500.96,No
West Bengal,Rice,2018,Kharif,40386.91,113100.18,2.8,None,Rainfed,Clay,No,30.8,1970,13,Amritsar,3396.05,Yes
Karnataka,Cotton,2019,Rabi,16736.95,36157.4,2.16,MOP,Sprinkler,Sandy,No,29.4,157.6,88,Kolkata,4425.07,Yes
Maharashtra,Maize,2020,Zaid,19104.61,31254.34,1.64,None,Rainfed,Black,No,25.9,1997.3,78,Kolkata,1469.85,No
Tamil Nadu,Maize,2019,Rabi,11665.7,40655.58,3.49,MOP,Rainfed,Red,Yes,25.5,1284.9,41,Lucknow,3758.26,No
Punjab,Wheat,2020,Zaid,40420.24,154341.81,3.82,DAP,Drip,Sandy,Yes,30,1161.5,31,Lucknow,2635.37,No
Tamil Nadu,Wheat,2020,Kharif,29601.97,113845.62,3.85,Compost,Drip,Clay,Yes,23.2,213.1,17,Bangalore,1824.58,Yes
West Bengal,Rice,2020,Kharif,1716.78,3642.54,2.12,Urea,Drip,Clay,Yes,26.8,619.3,45,Kolkata,2611.01,No
Bihar,Cotton,2019,Zaid,33461.71,85022.46,2.54,Compost,Sprinkler,Sandy,No,26.5,1856.9,70,Chennai,1303.84,No
Maharashtra,Cotton,2018,Kharif,13653.32,45277.62,3.32,Urea,Sprinkler,Black,No,31.7,773.1,89,Ludhiana,3781.63,Yes
West Bengal,Rice,2020,Rabi,29361.53,99746.23,3.4,None,Drip,Red,No,21.3,1357.1,28,Patna,2010.97,Yes
Haryana,Sugarcane,2018,Kharif,36103.46,83501.1,2.31,None,Sprinkler,Loamy,No,36.6,1999,48,Ludhiana,2245.62,No
Karnataka,Maize,2017,Kharif,11530.72,31992.59,2.77,Urea,Sprinkler,Sandy,Yes,31.2,599.8,64,Amritsar,1484.33,Yes
Bihar,Rice,2020,Zaid,10208.1,17669.35,1.73,Compost,Rainfed,Red,No,33.4,1194.6,13,Ludhiana,4458.64,No
Haryana,Rice,2020,Zaid,41269.72,143558.05,3.48,Urea,Rainfed,Red,Yes,34.1,1423.2,6,Patna,2973.78,No
Karnataka,Wheat,2017,Zaid,32201.32,120584.23,3.74,DAP,Drip,Clay,No,25.8,412.8,60,Amritsar,3288.59,Yes
West Bengal,Wheat,2021,Kharif,35037.41,75545.8,2.16,None,Sprinkler,Loamy,No,29.4,382.5,34,Mumbai,3277.73,Yes
Bihar,Rice,2021,Zaid,41260.75,119019.47,2.88,DAP,Rainfed,Sandy,No,39.1,967,26,Bangalore,2641.97,No
Tamil Nadu,Sugarcane,2018,Kharif,37644.09,73474.65,1.95,None,Canal,Clay,Yes,35.3,833,79,Lucknow,1770.12,Yes
Karnataka,Wheat,2021,Zaid,13936.21,38264.97,2.75,None,Sprinkler,Clay,Yes,39.4,1457,85,Lucknow,3980.53,Yes
Karnataka,Maize,2021,Rabi,33675.52,83147.62,2.47,MOP,Canal,Black,No,34.9,232.1,17,Chennai,1508.23,Yes
Karnataka,Maize,2021,Zaid,49811.73,198063.74,3.98,DAP,Drip,Red,No,23.5,1947.1,75,Ludhiana,1415.5,Yes
Haryana,Maize,2017,Rabi,35635.05,156858.03,4.4,DAP,Sprinkler,Sandy,No,21.3,127.1,20,Kolkata,3840.58,Yes
Uttar Pradesh,Sugarcane,2020,Zaid,46744.98,182494.46,3.9,MOP,Drip,Sandy,Yes,31.6,1242.5,49,Kolkata,1835.35,Yes
West Bengal,Rice,2019,Kharif,23825.46,76562.8,3.21,Compost,Drip,Sandy,Yes,27.2,1169,69,Patna,2227.09,Yes
Karnataka,Cotton,2021,Kharif,48096.81,200810.56,4.18,DAP,Drip,Clay,Yes,25.5,356,15,Patna,2900.91,No
West Bengal,Maize,2019,Rabi,16326.12,56537.78,3.46,Urea,Drip,Black,No,36.1,386.7,74,Patna,2797.41,Yes
Uttar Pradesh,Rice,2017,Zaid,42018.86,141123.64,3.36,MOP,Drip,Loamy,Yes,27.3,1606.1,24,Kolkata,3834.32,No
Uttar Pradesh,Maize,2021,Kharif,20714.41,55344.36,2.67,DAP,Sprinkler,Clay,No,26.3,1786.4,67,Lucknow,3493.73,Yes
Bihar,Cotton,2021,Zaid,36917.18,130257.7,3.53,Compost,Canal,Loamy,Yes,37,637.7,94,Kolkata,3577.58,No
West Bengal,Maize,2017,Zaid,43552.13,114863.65,2.64,DAP,Sprinkler,Black,No,36.9,932.1,16,Patna,3856.22,Yes
Haryana,Sugarcane,2021,Zaid,11370.16,51016.7,4.49,None,Sprinkler,Red,No,27.1,774.5,66,Bangalore,2170.45,No
Bihar,Rice,2020,Rabi,40416.29,147329.52,3.65,Urea,Sprinkler,Sandy,Yes,36.6,237.8,98,Amritsar,2289.33,Yes
Punjab,Maize,2019,Kharif,34064.53,120336.18,3.53,MOP,Rainfed,Loamy,No,37,1379.1,96,Lucknow,2751.99,No
Haryana,Maize,2021,Kharif,3665.15,12581.62,3.43,None,Rainfed,Clay,No,28.5,1667.9,95,Bangalore,2229.85,Yes
Punjab,Wheat,2018,Rabi,8654.12,29491.69,3.41,Compost,Sprinkler,Loamy,No,21.3,679.3,46,Mumbai,4939.75,Yes
Bihar,Wheat,2020,Rabi,23303.43,81638.48,3.5,None,Canal,Red,Yes,20,1981.3,87,Ludhiana,4256.21,No
West Bengal,Rice,2020,Rabi,39176.03,130420.62,3.33,None,Sprinkler,Sandy,No,30.5,244.1,73,Bangalore,1658.62,No
Uttar Pradesh,Sugarcane,2020,Rabi,45600.44,155821.1,3.42,Compost,Drip,Loamy,Yes,26.9,1357.4,62,Ludhiana,1022.38,Yes
Haryana,Cotton,2021,Rabi,29057.75,67734.71,2.33,None,Rainfed,Red,Yes,39.9,951.6,9,Bangalore,1171.13,No
Bihar,Rice,2019,Zaid,3547.48,5659.05,1.6,MOP,Rainfed,Clay,No,35.4,948.5,31,Mumbai,1976.25,No
Karnataka,Rice,2017,Zaid,44262.83,153907.89,3.48,DAP,Sprinkler,Black,Yes,35.2,969.5,32,Bangalore,1457.17,Yes
Tamil Nadu,Cotton,2019,Zaid,34489.24,90579.9,2.63,None,Sprinkler,Clay,No,39.1,591.5,30,Amritsar,3133.35,No
Tamil Nadu,Wheat,2019,Zaid,2471.27,10359.81,4.19,MOP,Canal,Sandy,Yes,37.8,1459.6,95,Lucknow,4431.98,Yes
Tamil Nadu,Wheat,2021,Rabi,7268.91,18481.36,2.54,DAP,Canal,Clay,No,26.4,1471,53,Ludhiana,3947,No
West Bengal,Sugarcane,2017,Kharif,42774.82,184526.11,4.31,DAP,Drip,Clay,Yes,23.3,636.6,25,Chennai,1862.44,Yes
Uttar Pradesh,Maize,2018,Rabi,21394.68,42882.52,2,None,Sprinkler,Clay,No,34.9,1687.1,5,Kolkata,2597.2,No
Uttar Pradesh,Sugarcane,2018,Rabi,47176.79,81354.66,1.72,MOP,Sprinkler,Clay,No,27.6,702,96,Mumbai,3031.58,Yes
Tamil Nadu,Cotton,2020,Zaid,49279.89,98464.45,2,None,Sprinkler,Sandy,No,29.5,1477.7,62,Ludhiana,4240.82,Yes
Karnataka,Sugarcane,2019,Rabi,31898.47,68872.64,2.16,Compost,Rainfed,Red,No,32.6,329.9,83,Lucknow,4356.49,No
Karnataka,Sugarcane,2018,Zaid,18914.19,48440.94,2.56,DAP,Drip,Loamy,Yes,38.2,420.5,59,Patna,4638.87,No
West Bengal,Sugarcane,2021,Rabi,40642.16,78876.91,1.94,None,Canal,Black,Yes,28.4,700,85,Ludhiana,3036.98,Yes
Karnataka,Rice,2019,Rabi,40386.44,77196.48,1.91,DAP,Rainfed,Loamy,No,35.7,1228.4,30,Amritsar,3777.1,Yes
Maharashtra,Rice,2019,Rabi,43894.88,124013.55,2.83,MOP,Rainfed,Loamy,Yes,25.4,1326.5,88,Chennai,1447.2,No
Tamil Nadu,Rice,2017,Zaid,3791.96,10449.97,2.76,Urea,Rainfed,Black,No,34,853.1,29,Amritsar,3261.16,No
Punjab,Cotton,2017,Rabi,33693.4,129084.4,3.83,None,Rainfed,Sandy,No,20,247.9,81,Ludhiana,1994.77,No
Tamil Nadu,Rice,2021,Kharif,38492.86,166337.56,4.32,None,Drip,Black,Yes,37.4,809.9,37,Amritsar,2726.87,No
Haryana,Maize,2021,Rabi,24072.5,83487.4,3.47,DAP,Sprinkler,Sandy,Yes,20.6,1408.7,93,Patna,3536.2,No
